game_p_0,simu_p_0,game_p_1,simu_p_1,game_p_2,simu_p_2,game_p_3,simu_p_3
0.246,0.263,0.256,0.234,0.25,0.244,0.248,0.259
0.237,0.259,0.248,0.276,0.242,0.237,0.273,0.228
0.245,0.259,0.251,0.23,0.253,0.261,0.251,0.25
0.249,0.272,0.231,0.265,0.245,0.232,0.275,0.231
0.239,0.249,0.263,0.254,0.241,0.246,0.257,0.251
0.262,0.264,0.238,0.259,0.25,0.233,0.25,0.244
0.262,0.22,0.255,0.247,0.239,0.271,0.244,0.262
0.25,0.242,0.25,0.245,0.244,0.253,0.256,0.26
0.258,0.248,0.256,0.285,0.236,0.242,0.25,0.225
0.231,0.265,0.273,0.264,0.25,0.237,0.246,0.234
0.27,0.264,0.253,0.257,0.228,0.244,0.249,0.235
0.237,0.263,0.263,0.236,0.26,0.252,0.24,0.249
0.276,0.243,0.24,0.244,0.264,0.267,0.22,0.246
0.256,0.225,0.238,0.252,0.24,0.253,0.266,0.27
0.25,0.279,0.262,0.234,0.254,0.269,0.234,0.218
0.253,0.243,0.243,0.25,0.241,0.258,0.263,0.249
0.278,0.224,0.245,0.261,0.251,0.268,0.226,0.247
0.256,0.249,0.254,0.233,0.239,0.237,0.251,0.281
0.242,0.248,0.27,0.25,0.244,0.246,0.244,0.256
0.26,0.258,0.251,0.248,0.261,0.261,0.228,0.233
0.267,0.25,0.232,0.275,0.253,0.222,0.248,0.253
0.266,0.268,0.251,0.239,0.233,0.244,0.25,0.249
0.247,0.264,0.262,0.248,0.259,0.236,0.232,0.252
0.251,0.229,0.252,0.246,0.244,0.26,0.253,0.265
0.246,0.232,0.246,0.25,0.25,0.254,0.258,0.264
0.253,0.234,0.256,0.265,0.235,0.252,0.256,0.249
0.228,0.223,0.25,0.252,0.27,0.266,0.252,0.259
0.254,0.256,0.239,0.248,0.256,0.245,0.251,0.251
0.238,0.257,0.266,0.27,0.255,0.238,0.241,0.235
0.256,0.256,0.254,0.237,0.249,0.26,0.241,0.247
0.256,0.231,0.249,0.254,0.231,0.238,0.264,0.277
0.257,0.256,0.267,0.232,0.229,0.253,0.247,0.259
0.27,0.25,0.238,0.254,0.244,0.261,0.248,0.235
0.256,0.247,0.249,0.244,0.238,0.268,0.257,0.241
0.239,0.264,0.229,0.244,0.27,0.234,0.262,0.258
0.237,0.242,0.257,0.25,0.236,0.262,0.27,0.246
0.258,0.284,0.241,0.252,0.251,0.255,0.25,0.209
0.238,0.241,0.269,0.267,0.247,0.243,0.246,0.249
0.25,0.232,0.248,0.278,0.262,0.261,0.24,0.229
0.225,0.254,0.238,0.235,0.254,0.249,0.283,0.262
0.251,0.252,0.257,0.272,0.242,0.221,0.25,0.255
0.251,0.242,0.244,0.255,0.252,0.233,0.253,0.27
0.219,0.231,0.279,0.257,0.257,0.26,0.245,0.252
0.259,0.237,0.235,0.262,0.234,0.255,0.272,0.246
0.255,0.243,0.262,0.241,0.224,0.235,0.259,0.281
0.248,0.275,0.246,0.25,0.245,0.214,0.261,0.261
0.249,0.241,0.249,0.241,0.262,0.254,0.24,0.264
0.252,0.251,0.252,0.241,0.253,0.245,0.243,0.263
0.247,0.246,0.266,0.24,0.226,0.267,0.261,0.247
0.269,0.234,0.249,0.255,0.229,0.247,0.253,0.264
0.263,0.245,0.241,0.251,0.245,0.238,0.251,0.266
0.259,0.255,0.242,0.232,0.239,0.268,0.26,0.245
0.265,0.255,0.248,0.246,0.249,0.251,0.238,0.248
0.221,0.241,0.261,0.245,0.234,0.254,0.284,0.26
0.264,0.253,0.226,0.239,0.268,0.246,0.242,0.262
0.25,0.25,0.258,0.268,0.247,0.225,0.245,0.257
0.246,0.238,0.239,0.25,0.259,0.27,0.256,0.242
0.255,0.247,0.231,0.234,0.265,0.24,0.249,0.279
0.252,0.251,0.24,0.241,0.263,0.259,0.245,0.249
0.245,0.261,0.242,0.249,0.272,0.242,0.241,0.248
0.265,0.255,0.246,0.249,0.245,0.256,0.244,0.24
0.23,0.23,0.249,0.269,0.273,0.255,0.248,0.246
0.273,0.265,0.239,0.234,0.231,0.24,0.257,0.261
0.258,0.262,0.24,0.255,0.263,0.232,0.239,0.251
0.25,0.236,0.241,0.271,0.255,0.252,0.254,0.241
0.226,0.259,0.255,0.222,0.269,0.258,0.25,0.261
0.225,0.25,0.259,0.262,0.256,0.254,0.26,0.234
0.253,0.229,0.248,0.226,0.239,0.27,0.26,0.275
0.272,0.257,0.254,0.217,0.22,0.279,0.254,0.247
0.24,0.259,0.263,0.247,0.251,0.244,0.246,0.25
0.265,0.265,0.243,0.24,0.23,0.236,0.262,0.259
0.253,0.249,0.254,0.226,0.243,0.263,0.25,0.262
0.258,0.25,0.27,0.247,0.226,0.254,0.246,0.249
0.248,0.247,0.253,0.251,0.249,0.251,0.25,0.251
0.259,0.288,0.22,0.236,0.249,0.241,0.272,0.235
0.25,0.255,0.237,0.256,0.235,0.241,0.278,0.248
0.246,0.262,0.259,0.24,0.258,0.226,0.237,0.272
0.245,0.236,0.243,0.267,0.272,0.229,0.24,0.268
0.288,0.252,0.224,0.254,0.251,0.252,0.237,0.242
0.263,0.252,0.228,0.253,0.249,0.262,0.26,0.233
0.25,0.256,0.241,0.238,0.261,0.256,0.248,0.25
0.241,0.249,0.253,0.224,0.241,0.258,0.265,0.269
0.23,0.251,0.237,0.233,0.261,0.267,0.272,0.249
0.239,0.259,0.274,0.254,0.271,0.225,0.216,0.262
0.269,0.231,0.258,0.244,0.215,0.259,0.258,0.266
0.238,0.251,0.259,0.228,0.251,0.243,0.252,0.278
0.269,0.226,0.254,0.271,0.253,0.239,0.224,0.264
0.246,0.258,0.261,0.23,0.249,0.276,0.244,0.236
0.256,0.232,0.259,0.236,0.237,0.273,0.248,0.259
0.268,0.262,0.263,0.25,0.226,0.255,0.243,0.233
0.262,0.233,0.238,0.258,0.243,0.26,0.257,0.249
0.263,0.239,0.257,0.252,0.251,0.259,0.229,0.25
0.25,0.257,0.251,0.286,0.27,0.213,0.229,0.244
0.239,0.251,0.274,0.265,0.235,0.229,0.252,0.255
0.247,0.24,0.253,0.277,0.261,0.239,0.239,0.244
0.228,0.246,0.249,0.24,0.257,0.266,0.266,0.248
0.265,0.251,0.234,0.246,0.245,0.26,0.256,0.243
0.243,0.257,0.26,0.256,0.242,0.232,0.255,0.255
0.269,0.267,0.234,0.25,0.247,0.244,0.25,0.239
0.257,0.259,0.26,0.236,0.243,0.256,0.24,0.249
0.25,0.231,0.222,0.25,0.271,0.24,0.257,0.279
0.258,0.25,0.23,0.271,0.263,0.231,0.249,0.248
0.239,0.228,0.261,0.267,0.249,0.26,0.251,0.245
0.254,0.24,0.243,0.233,0.237,0.253,0.266,0.274
0.254,0.248,0.276,0.241,0.229,0.252,0.241,0.259
0.274,0.272,0.255,0.234,0.247,0.252,0.224,0.242
0.222,0.272,0.267,0.254,0.242,0.236,0.269,0.238
0.235,0.253,0.251,0.24,0.243,0.246,0.271,0.261
0.229,0.241,0.253,0.254,0.242,0.249,0.276,0.256
0.267,0.239,0.232,0.258,0.24,0.246,0.261,0.257
0.244,0.239,0.257,0.253,0.255,0.244,0.244,0.264
0.256,0.256,0.261,0.221,0.245,0.25,0.238,0.273
0.248,0.257,0.242,0.252,0.246,0.236,0.264,0.255
0.228,0.269,0.252,0.242,0.247,0.243,0.273,0.246
0.231,0.213,0.266,0.255,0.248,0.281,0.255,0.251
0.253,0.254,0.24,0.243,0.275,0.256,0.232,0.247
0.234,0.24,0.257,0.258,0.249,0.253,0.26,0.249
0.241,0.229,0.252,0.267,0.245,0.255,0.262,0.249
0.256,0.233,0.263,0.277,0.245,0.244,0.236,0.246
0.267,0.249,0.249,0.259,0.229,0.23,0.255,0.262
0.268,0.246,0.233,0.243,0.248,0.262,0.251,0.249
0.247,0.263,0.245,0.222,0.243,0.253,0.265,0.262
0.244,0.246,0.264,0.232,0.251,0.262,0.241,0.26
0.225,0.253,0.226,0.254,0.288,0.269,0.261,0.224
0.234,0.233,0.246,0.202,0.255,0.296,0.265,0.269
0.248,0.242,0.262,0.26,0.261,0.261,0.229,0.237
0.246,0.235,0.255,0.25,0.25,0.275,0.249,0.24
0.239,0.244,0.256,0.24,0.278,0.266,0.227,0.25
0.261,0.274,0.261,0.237,0.246,0.247,0.232,0.242
0.249,0.241,0.273,0.243,0.237,0.28,0.241,0.236
0.274,0.262,0.236,0.227,0.236,0.244,0.254,0.267
0.265,0.237,0.244,0.231,0.253,0.274,0.238,0.258
0.258,0.286,0.238,0.227,0.255,0.237,0.249,0.25
0.236,0.263,0.25,0.255,0.26,0.23,0.254,0.252
0.263,0.244,0.251,0.26,0.248,0.235,0.238,0.261
0.253,0.247,0.237,0.251,0.245,0.254,0.265,0.248
0.242,0.246,0.236,0.279,0.259,0.232,0.263,0.243
0.232,0.258,0.266,0.245,0.244,0.267,0.258,0.23
0.254,0.245,0.258,0.24,0.226,0.253,0.262,0.262
0.252,0.224,0.246,0.256,0.241,0.254,0.261,0.266
0.28,0.261,0.255,0.232,0.24,0.252,0.225,0.255
0.239,0.27,0.259,0.249,0.26,0.253,0.242,0.228
0.243,0.241,0.277,0.248,0.235,0.267,0.245,0.244
0.251,0.254,0.246,0.271,0.252,0.227,0.251,0.248
0.272,0.259,0.246,0.237,0.232,0.247,0.25,0.257
0.266,0.236,0.248,0.279,0.24,0.227,0.246,0.258
0.265,0.254,0.261,0.247,0.211,0.25,0.263,0.249
0.225,0.252,0.262,0.239,0.261,0.264,0.252,0.245
0.253,0.246,0.228,0.247,0.254,0.252,0.265,0.255
0.263,0.233,0.241,0.261,0.237,0.253,0.259,0.253
0.244,0.231,0.254,0.233,0.26,0.256,0.242,0.28
0.237,0.257,0.237,0.253,0.243,0.24,0.283,0.25
0.266,0.245,0.247,0.254,0.262,0.267,0.225,0.234
0.247,0.245,0.247,0.252,0.268,0.261,0.238,0.242
0.25,0.247,0.248,0.254,0.238,0.238,0.264,0.261
0.248,0.236,0.235,0.269,0.261,0.248,0.256,0.247
0.247,0.285,0.269,0.241,0.243,0.232,0.241,0.242
0.266,0.245,0.239,0.245,0.257,0.254,0.238,0.256
0.227,0.259,0.271,0.24,0.244,0.248,0.258,0.253
0.257,0.256,0.238,0.218,0.255,0.251,0.25,0.275
0.245,0.255,0.26,0.248,0.248,0.257,0.247,0.24
0.242,0.272,0.264,0.244,0.244,0.243,0.25,0.241
0.246,0.266,0.25,0.26,0.259,0.226,0.245,0.248
0.238,0.246,0.24,0.249,0.263,0.253,0.259,0.252
0.26,0.243,0.229,0.263,0.264,0.251,0.247,0.243
0.269,0.269,0.256,0.261,0.226,0.223,0.249,0.247
0.253,0.25,0.244,0.261,0.248,0.266,0.255,0.223
0.264,0.239,0.237,0.233,0.234,0.268,0.265,0.26
0.244,0.254,0.242,0.241,0.284,0.258,0.23,0.247
0.231,0.272,0.257,0.273,0.251,0.243,0.261,0.212
0.249,0.235,0.261,0.251,0.241,0.262,0.249,0.252
0.253,0.236,0.258,0.288,0.261,0.246,0.228,0.23
0.254,0.227,0.242,0.281,0.251,0.254,0.253,0.238
0.264,0.251,0.242,0.258,0.246,0.237,0.248,0.254
0.239,0.253,0.245,0.268,0.258,0.244,0.258,0.235
0.268,0.236,0.252,0.249,0.247,0.259,0.233,0.256
0.258,0.246,0.239,0.24,0.267,0.254,0.236,0.26
0.255,0.251,0.239,0.279,0.251,0.252,0.255,0.218
0.233,0.239,0.255,0.259,0.258,0.235,0.254,0.267
0.251,0.251,0.261,0.258,0.229,0.223,0.259,0.268
0.241,0.261,0.267,0.239,0.232,0.247,0.26,0.253
0.248,0.243,0.231,0.276,0.241,0.254,0.28,0.227
0.264,0.261,0.255,0.23,0.233,0.267,0.248,0.242
0.265,0.273,0.255,0.249,0.241,0.233,0.239,0.245
0.236,0.235,0.256,0.245,0.256,0.255,0.252,0.265
0.267,0.227,0.233,0.275,0.254,0.259,0.246,0.239
0.263,0.246,0.248,0.25,0.252,0.271,0.237,0.233
0.226,0.254,0.238,0.239,0.265,0.263,0.271,0.244
0.266,0.242,0.252,0.239,0.219,0.259,0.263,0.26
0.24,0.228,0.245,0.26,0.257,0.246,0.258,0.266
0.215,0.262,0.29,0.274,0.26,0.232,0.235,0.232
0.22,0.251,0.271,0.239,0.235,0.243,0.274,0.267
0.245,0.259,0.271,0.257,0.259,0.251,0.225,0.233
0.257,0.23,0.244,0.265,0.249,0.256,0.25,0.249
0.262,0.246,0.24,0.223,0.269,0.269,0.229,0.262
0.237,0.286,0.249,0.229,0.254,0.254,0.26,0.231
0.235,0.227,0.282,0.245,0.232,0.265,0.251,0.263
0.266,0.235,0.251,0.241,0.255,0.249,0.228,0.275
0.253,0.257,0.275,0.252,0.243,0.257,0.229,0.234
0.253,0.253,0.243,0.271,0.283,0.236,0.221,0.24
0.242,0.248,0.246,0.236,0.242,0.237,0.27,0.279
0.255,0.236,0.259,0.279,0.254,0.233,0.232,0.252
0.24,0.241,0.252,0.271,0.289,0.244,0.219,0.244
0.248,0.256,0.258,0.244,0.226,0.24,0.268,0.26
0.255,0.267,0.242,0.24,0.255,0.256,0.248,0.237
0.233,0.283,0.248,0.243,0.263,0.248,0.256,0.226
0.265,0.285,0.229,0.23,0.269,0.242,0.237,0.243
0.243,0.251,0.278,0.258,0.251,0.214,0.228,0.277
0.254,0.263,0.265,0.24,0.233,0.237,0.248,0.26
0.26,0.233,0.253,0.255,0.255,0.236,0.232,0.276
0.26,0.242,0.25,0.246,0.238,0.245,0.252,0.267
0.23,0.266,0.282,0.227,0.231,0.244,0.257,0.263
0.259,0.253,0.243,0.252,0.261,0.231,0.237,0.264
0.281,0.236,0.24,0.251,0.245,0.258,0.234,0.255
0.237,0.254,0.229,0.235,0.312,0.242,0.222,0.269
0.225,0.229,0.255,0.274,0.268,0.248,0.252,0.249
0.226,0.252,0.265,0.283,0.256,0.219,0.253,0.246
0.227,0.236,0.266,0.255,0.263,0.249,0.244,0.26
0.245,0.25,0.259,0.27,0.26,0.247,0.236,0.233
0.252,0.258,0.24,0.243,0.25,0.241,0.258,0.258
0.245,0.248,0.228,0.256,0.277,0.219,0.25,0.277
0.254,0.267,0.268,0.23,0.226,0.246,0.252,0.257
0.242,0.263,0.242,0.248,0.249,0.253,0.267,0.236
0.227,0.262,0.24,0.244,0.258,0.255,0.275,0.239
0.264,0.24,0.262,0.251,0.242,0.236,0.232,0.273
0.274,0.212,0.244,0.25,0.235,0.286,0.247,0.252
0.24,0.271,0.255,0.229,0.269,0.258,0.236,0.242
0.252,0.262,0.248,0.239,0.266,0.239,0.234,0.26
0.25,0.252,0.246,0.264,0.253,0.245,0.251,0.239
0.24,0.267,0.256,0.238,0.266,0.226,0.238,0.269
0.25,0.252,0.259,0.256,0.228,0.258,0.263,0.234
0.236,0.254,0.27,0.224,0.255,0.25,0.239,0.272
0.284,0.229,0.247,0.264,0.232,0.244,0.237,0.263
0.24,0.25,0.24,0.246,0.261,0.244,0.259,0.26
0.255,0.229,0.263,0.26,0.237,0.284,0.245,0.227
0.226,0.212,0.25,0.25,0.268,0.276,0.256,0.262
0.262,0.216,0.23,0.263,0.241,0.273,0.267,0.248
0.257,0.247,0.237,0.268,0.253,0.232,0.253,0.253
0.247,0.257,0.262,0.259,0.205,0.25,0.286,0.234
0.247,0.254,0.253,0.253,0.262,0.251,0.238,0.242
0.239,0.249,0.254,0.244,0.251,0.262,0.256,0.245
0.244,0.26,0.237,0.256,0.252,0.246,0.267,0.238
0.241,0.241,0.258,0.263,0.256,0.257,0.245,0.239
0.254,0.253,0.278,0.242,0.24,0.249,0.228,0.256
0.247,0.24,0.261,0.265,0.249,0.232,0.243,0.263
0.27,0.263,0.229,0.257,0.26,0.244,0.241,0.236
0.252,0.265,0.261,0.23,0.236,0.247,0.251,0.258
0.247,0.25,0.251,0.253,0.256,0.245,0.246,0.252
0.278,0.263,0.257,0.245,0.233,0.227,0.232,0.265
0.264,0.231,0.239,0.254,0.251,0.265,0.246,0.25
0.283,0.266,0.248,0.251,0.241,0.228,0.228,0.255
0.268,0.243,0.226,0.233,0.276,0.273,0.23,0.251
0.231,0.248,0.26,0.255,0.26,0.261,0.249,0.236
0.253,0.266,0.235,0.247,0.249,0.243,0.263,0.244
0.263,0.237,0.222,0.268,0.258,0.25,0.257,0.245
0.231,0.245,0.243,0.251,0.272,0.274,0.254,0.23
0.277,0.227,0.233,0.264,0.23,0.271,0.26,0.238
0.262,0.251,0.264,0.24,0.224,0.246,0.25,0.263
0.261,0.25,0.258,0.244,0.246,0.255,0.235,0.251
0.238,0.268,0.263,0.233,0.273,0.265,0.226,0.234
0.246,0.238,0.257,0.245,0.235,0.252,0.262,0.265
0.257,0.275,0.232,0.242,0.234,0.233,0.277,0.25
0.27,0.266,0.248,0.268,0.237,0.232,0.245,0.234
0.25,0.23,0.257,0.244,0.251,0.268,0.242,0.258
0.249,0.249,0.238,0.241,0.27,0.24,0.243,0.27
0.262,0.26,0.242,0.274,0.249,0.223,0.247,0.243
0.248,0.257,0.278,0.263,0.214,0.233,0.26,0.247
0.25,0.24,0.272,0.28,0.251,0.24,0.227,0.24
0.234,0.245,0.266,0.253,0.234,0.233,0.266,0.269
0.259,0.256,0.246,0.252,0.24,0.232,0.255,0.26
0.265,0.251,0.249,0.263,0.227,0.234,0.259,0.252
0.251,0.252,0.254,0.241,0.259,0.244,0.236,0.263
0.252,0.267,0.242,0.238,0.25,0.263,0.256,0.232
0.249,0.252,0.253,0.236,0.25,0.269,0.248,0.243
0.277,0.228,0.233,0.268,0.238,0.265,0.252,0.239
0.254,0.248,0.274,0.244,0.225,0.251,0.247,0.257
0.231,0.253,0.263,0.261,0.275,0.228,0.231,0.258
0.236,0.259,0.271,0.24,0.23,0.238,0.263,0.263
0.245,0.229,0.246,0.244,0.231,0.25,0.278,0.277
0.279,0.258,0.258,0.239,0.24,0.254,0.223,0.249
0.224,0.235,0.256,0.238,0.239,0.245,0.281,0.282
0.242,0.227,0.254,0.243,0.277,0.257,0.227,0.273
0.266,0.256,0.259,0.239,0.201,0.242,0.274,0.263
0.248,0.255,0.234,0.239,0.262,0.256,0.256,0.25
0.228,0.224,0.243,0.244,0.267,0.26,0.262,0.272
0.254,0.246,0.239,0.251,0.238,0.255,0.269,0.248
0.252,0.243,0.259,0.267,0.25,0.264,0.239,0.226
0.24,0.29,0.257,0.231,0.239,0.222,0.264,0.257
0.249,0.26,0.246,0.262,0.248,0.236,0.257,0.242
0.264,0.268,0.262,0.233,0.227,0.252,0.247,0.247
0.233,0.233,0.256,0.254,0.246,0.247,0.265,0.266
0.237,0.247,0.235,0.233,0.263,0.253,0.265,0.267
0.237,0.254,0.257,0.246,0.253,0.256,0.253,0.244
0.257,0.254,0.238,0.252,0.247,0.246,0.258,0.248
0.247,0.265,0.254,0.262,0.236,0.226,0.263,0.247
0.253,0.257,0.255,0.242,0.25,0.256,0.242,0.245
0.251,0.249,0.272,0.248,0.237,0.252,0.24,0.251
0.253,0.266,0.244,0.246,0.252,0.241,0.251,0.247
0.242,0.263,0.246,0.247,0.259,0.253,0.253,0.237
0.227,0.221,0.259,0.232,0.281,0.292,0.233,0.255
0.23,0.25,0.258,0.248,0.252,0.262,0.26,0.24
0.267,0.257,0.243,0.256,0.235,0.257,0.255,0.23
0.247,0.246,0.238,0.244,0.268,0.253,0.247,0.257
0.273,0.247,0.264,0.266,0.219,0.26,0.244,0.227
0.256,0.232,0.248,0.278,0.243,0.262,0.253,0.228
0.229,0.262,0.258,0.253,0.286,0.246,0.227,0.239
0.23,0.248,0.254,0.231,0.251,0.268,0.265,0.253
0.266,0.284,0.252,0.227,0.247,0.262,0.235,0.227
0.265,0.238,0.24,0.258,0.247,0.259,0.248,0.245
0.266,0.261,0.249,0.266,0.248,0.241,0.237,0.232
0.257,0.242,0.237,0.253,0.271,0.255,0.235,0.25
0.236,0.282,0.251,0.243,0.252,0.233,0.261,0.242
0.242,0.255,0.26,0.25,0.235,0.253,0.263,0.242
0.265,0.271,0.249,0.24,0.245,0.245,0.241,0.244
0.246,0.25,0.26,0.264,0.241,0.266,0.253,0.22
0.212,0.246,0.242,0.242,0.29,0.266,0.256,0.246
0.263,0.259,0.254,0.242,0.264,0.245,0.219,0.254
0.265,0.256,0.254,0.24,0.249,0.252,0.232,0.252
0.253,0.229,0.231,0.252,0.257,0.24,0.259,0.279
0.249,0.255,0.257,0.266,0.23,0.243,0.264,0.236
0.208,0.268,0.273,0.235,0.266,0.242,0.253,0.255
0.253,0.28,0.257,0.23,0.247,0.238,0.243,0.252
0.268,0.258,0.242,0.253,0.241,0.23,0.249,0.259
0.223,0.264,0.261,0.24,0.256,0.243,0.26,0.253
0.27,0.242,0.244,0.272,0.236,0.251,0.25,0.235
0.263,0.246,0.242,0.253,0.258,0.242,0.237,0.259
0.271,0.241,0.256,0.262,0.228,0.241,0.245,0.256
0.259,0.236,0.236,0.245,0.258,0.237,0.247,0.282
0.246,0.257,0.231,0.246,0.247,0.237,0.276,0.26
0.269,0.244,0.239,0.268,0.248,0.226,0.244,0.262
0.237,0.253,0.272,0.261,0.257,0.236,0.234,0.25
0.237,0.243,0.276,0.249,0.242,0.244,0.245,0.264
0.247,0.242,0.263,0.249,0.244,0.254,0.246,0.255
0.259,0.245,0.246,0.266,0.248,0.253,0.247,0.236
0.265,0.261,0.23,0.248,0.235,0.245,0.27,0.246
0.25,0.247,0.257,0.231,0.236,0.266,0.257,0.256
0.246,0.232,0.27,0.258,0.227,0.26,0.257,0.25
0.238,0.254,0.261,0.237,0.254,0.264,0.247,0.245
0.233,0.237,0.269,0.264,0.265,0.25,0.233,0.249
0.244,0.261,0.249,0.257,0.234,0.265,0.273,0.217
0.268,0.244,0.23,0.235,0.269,0.264,0.233,0.257
0.234,0.243,0.269,0.246,0.242,0.259,0.255,0.252
0.23,0.256,0.252,0.246,0.262,0.242,0.256,0.256
0.23,0.244,0.293,0.245,0.223,0.249,0.254,0.262
0.253,0.24,0.245,0.253,0.255,0.235,0.247,0.272
0.263,0.257,0.258,0.242,0.221,0.253,0.258,0.248
0.238,0.237,0.269,0.274,0.239,0.236,0.254,0.253
0.275,0.237,0.242,0.251,0.247,0.265,0.236,0.247
0.237,0.259,0.235,0.258,0.258,0.24,0.27,0.243
0.233,0.234,0.27,0.244,0.231,0.248,0.266,0.274
0.241,0.245,0.266,0.27,0.24,0.243,0.253,0.242
0.232,0.255,0.278,0.24,0.223,0.257,0.267,0.248
0.239,0.255,0.249,0.253,0.251,0.245,0.261,0.247
0.261,0.271,0.228,0.251,0.273,0.229,0.238,0.249
0.225,0.245,0.252,0.238,0.252,0.261,0.271,0.256
0.245,0.247,0.238,0.269,0.223,0.254,0.294,0.23
0.252,0.257,0.259,0.257,0.258,0.241,0.231,0.245
0.24,0.248,0.284,0.259,0.218,0.225,0.258,0.268
0.258,0.236,0.254,0.234,0.258,0.249,0.23,0.281
0.242,0.248,0.235,0.273,0.251,0.248,0.272,0.231
0.23,0.275,0.276,0.254,0.263,0.246,0.231,0.225
0.26,0.254,0.241,0.254,0.264,0.234,0.235,0.258
0.25,0.229,0.246,0.275,0.262,0.244,0.242,0.252
0.252,0.262,0.267,0.272,0.227,0.24,0.254,0.226
0.256,0.249,0.248,0.255,0.255,0.248,0.241,0.248
0.239,0.235,0.235,0.244,0.26,0.261,0.266,0.26
0.263,0.247,0.253,0.238,0.249,0.279,0.235,0.236
0.229,0.235,0.254,0.246,0.263,0.237,0.254,0.282
0.273,0.261,0.234,0.25,0.249,0.236,0.244,0.253
0.254,0.228,0.222,0.258,0.251,0.25,0.273,0.264
0.222,0.265,0.279,0.235,0.244,0.244,0.255,0.256
0.219,0.278,0.264,0.236,0.264,0.246,0.253,0.24
0.24,0.223,0.254,0.252,0.267,0.277,0.239,0.248
0.282,0.282,0.251,0.234,0.218,0.258,0.249,0.226
0.278,0.246,0.225,0.252,0.247,0.263,0.25,0.239
0.26,0.243,0.235,0.249,0.232,0.259,0.273,0.249
0.251,0.27,0.25,0.251,0.245,0.228,0.254,0.251
0.254,0.251,0.257,0.251,0.233,0.251,0.256,0.247
0.244,0.235,0.257,0.257,0.258,0.262,0.241,0.246
0.254,0.236,0.249,0.25,0.26,0.26,0.237,0.254
0.24,0.268,0.241,0.244,0.254,0.256,0.265,0.232
0.249,0.222,0.248,0.261,0.245,0.252,0.258,0.265
0.244,0.23,0.25,0.248,0.249,0.269,0.257,0.253
0.241,0.245,0.232,0.259,0.274,0.248,0.253,0.248
0.228,0.242,0.256,0.257,0.274,0.256,0.242,0.245
0.269,0.249,0.227,0.242,0.265,0.234,0.239,0.275
0.249,0.23,0.25,0.261,0.24,0.246,0.261,0.263
0.248,0.268,0.258,0.212,0.253,0.28,0.241,0.24
0.246,0.237,0.272,0.259,0.252,0.262,0.23,0.242
0.266,0.249,0.236,0.252,0.226,0.234,0.272,0.265
0.254,0.268,0.253,0.263,0.24,0.22,0.253,0.249
0.264,0.22,0.236,0.265,0.267,0.268,0.233,0.247
0.277,0.254,0.206,0.249,0.246,0.258,0.271,0.239
0.27,0.251,0.238,0.265,0.236,0.247,0.256,0.237
0.247,0.268,0.256,0.242,0.242,0.239,0.255,0.251
0.26,0.227,0.223,0.262,0.257,0.263,0.26,0.248
0.299,0.243,0.238,0.269,0.234,0.268,0.229,0.22
0.276,0.22,0.236,0.275,0.247,0.243,0.241,0.262
0.243,0.23,0.244,0.27,0.255,0.251,0.258,0.249
0.264,0.262,0.233,0.262,0.256,0.253,0.247,0.223
0.25,0.249,0.24,0.233,0.252,0.264,0.258,0.254
0.245,0.262,0.25,0.254,0.25,0.265,0.255,0.219
0.26,0.253,0.251,0.254,0.241,0.26,0.248,0.233
0.285,0.239,0.232,0.256,0.24,0.25,0.243,0.255
0.231,0.235,0.236,0.261,0.274,0.256,0.259,0.248
0.239,0.236,0.258,0.287,0.254,0.219,0.249,0.258
0.258,0.219,0.244,0.271,0.267,0.252,0.231,0.258
0.247,0.274,0.255,0.247,0.254,0.252,0.244,0.227
0.265,0.263,0.238,0.244,0.242,0.261,0.255,0.232
0.276,0.227,0.246,0.241,0.25,0.271,0.228,0.261
0.271,0.272,0.237,0.27,0.222,0.237,0.27,0.221
0.273,0.26,0.249,0.252,0.256,0.24,0.222,0.248
0.25,0.25,0.237,0.24,0.245,0.246,0.268,0.264
0.238,0.26,0.258,0.226,0.254,0.28,0.25,0.234
0.25,0.248,0.235,0.244,0.268,0.253,0.247,0.255
0.263,0.26,0.253,0.255,0.248,0.216,0.236,0.269
0.257,0.246,0.254,0.259,0.229,0.257,0.26,0.238
0.266,0.24,0.243,0.244,0.213,0.266,0.278,0.25
0.237,0.224,0.261,0.268,0.27,0.258,0.232,0.25
0.242,0.227,0.247,0.247,0.234,0.252,0.277,0.274
0.246,0.248,0.256,0.266,0.265,0.244,0.233,0.242
0.237,0.257,0.253,0.262,0.243,0.232,0.267,0.249
0.233,0.249,0.245,0.268,0.277,0.26,0.245,0.223
0.263,0.25,0.236,0.245,0.248,0.24,0.253,0.265
0.249,0.208,0.238,0.259,0.265,0.259,0.248,0.274
0.235,0.253,0.254,0.249,0.245,0.242,0.266,0.256
0.235,0.245,0.284,0.231,0.235,0.259,0.246,0.265
0.244,0.242,0.248,0.24,0.273,0.256,0.235,0.262
0.251,0.259,0.239,0.261,0.256,0.246,0.254,0.234
0.232,0.249,0.248,0.251,0.241,0.231,0.279,0.269
0.248,0.246,0.263,0.253,0.243,0.239,0.246,0.262
0.25,0.224,0.249,0.27,0.252,0.244,0.249,0.262
0.249,0.259,0.254,0.255,0.247,0.228,0.25,0.258
0.239,0.257,0.259,0.262,0.26,0.25,0.242,0.231
0.277,0.265,0.255,0.236,0.238,0.265,0.23,0.234
