replicate_id,winner,plus4s_0,plus4s_1,plus4s_2,plus4s_3
31346,1,0,0,0,0
31347,3,0,0,1,1
31348,1,1,1,0,0
31349,1,0,0,0,1
31350,0,1,0,0,0
31351,3,0,1,0,1
31352,3,0,2,0,1
31353,2,0,0,1,0
31354,3,0,1,0,0
31355,2,1,1,0,1
31356,0,1,1,0,0
31357,1,0,1,0,1
31358,0,1,0,0,0
31359,3,0,0,0,0
31360,3,1,2,0,0
31361,2,0,0,1,1
31362,2,1,1,0,1
31363,3,0,0,1,0
31364,2,1,0,0,0
31365,2,0,0,0,0
31366,3,1,1,0,1
31367,0,0,0,1,1
31368,0,0,0,1,0
31369,2,0,0,1,0
31370,3,1,0,0,1
31371,0,0,0,0,0
31372,3,0,1,0,0
31373,0,1,0,2,0
31374,3,0,0,0,0
31375,3,0,1,0,0
31376,0,0,1,0,0
31377,2,1,1,0,0
31378,0,0,0,0,1
31379,3,0,0,0,0
31380,1,0,1,2,0
31381,0,1,0,0,0
31382,3,0,0,0,0
31383,1,1,1,0,0
31384,1,0,1,1,0
31385,2,0,0,0,0
31386,3,0,0,0,0
31387,3,0,1,0,0
31388,2,1,1,0,0
31389,0,1,1,0,0
31390,0,0,1,0,0
31391,1,1,0,0,0
31392,2,0,0,0,1
31393,1,0,0,1,0
31394,2,0,0,0,0
31395,1,0,0,0,1
31396,0,0,0,0,0
31397,0,0,0,0,1
31398,1,0,0,0,0
31399,3,0,0,1,0
31400,1,0,0,0,0
31401,2,1,0,1,1
31402,2,0,0,0,0
31403,3,0,0,1,0
31404,1,0,0,0,1
31405,0,0,1,1,0
31406,0,0,2,1,0
31407,1,0,1,0,0
31408,3,0,0,0,1
31409,0,0,0,0,0
31410,2,0,1,1,0
31411,3,2,0,0,1
31412,3,0,1,0,2
31413,3,0,1,0,0
31414,1,1,0,1,1
31415,1,0,0,0,0
31416,1,1,1,1,0
31417,1,1,3,0,0
31418,0,0,0,0,0
31419,2,1,0,0,0
31420,0,1,0,1,1
31421,0,0,0,0,0
31422,2,1,0,0,0
31423,2,0,1,0,0
31424,0,0,0,0,0
31425,2,0,2,1,0
31426,1,0,0,0,2
31427,1,0,0,0,1
31428,0,0,0,0,1
31429,1,1,1,0,0
31430,2,1,0,0,0
31431,3,1,0,0,1
31432,2,0,0,1,0
31433,0,1,0,1,0
31434,2,1,2,0,0
31435,2,1,0,0,0
31436,0,1,1,1,0
31437,0,1,0,0,0
31438,1,0,1,0,0
31439,2,1,0,0,1
31440,2,0,1,0,0
31441,3,0,1,0,0
31442,0,1,1,0,0
31443,3,0,0,1,2
31444,3,0,0,0,0
31445,0,0,0,0,0
31446,2,0,1,0,0
31447,0,0,0,0,0
31448,3,1,1,0,0
31449,0,0,0,0,0
31450,3,0,0,0,0
31451,2,1,0,0,0
31452,2,0,0,0,1
31453,2,0,0,0,0
31454,0,0,0,0,0
31455,0,0,1,2,0
31456,0,0,0,0,0
31457,2,0,1,0,0
31458,2,1,0,1,0
31459,0,0,0,0,0
31460,3,0,0,0,0
31461,1,0,1,0,1
31462,1,0,1,0,0
31463,1,0,0,0,1
31464,2,0,0,0,0
31465,0,0,1,1,0
31466,0,1,1,1,0
31467,1,0,1,0,0
31468,3,0,0,0,0
31469,0,0,0,1,0
31470,2,1,0,1,0
31471,1,0,0,1,0
31472,2,0,0,0,0
31473,3,0,0,0,0
31474,2,1,0,2,0
31475,0,1,0,0,0
31476,0,0,1,0,1
31477,3,0,0,0,2
31478,2,0,0,1,2
31479,0,0,1,0,0
31480,1,0,1,1,0
31481,2,1,0,1,0
31482,2,0,1,0,0
31483,0,1,0,0,0
31484,0,0,0,1,0
31485,3,0,1,0,0
31486,0,0,0,1,1
31487,1,2,1,0,0
31488,1,0,0,1,0
31489,3,0,0,1,0
31490,0,2,0,0,1
31491,2,1,1,0,0
31492,0,0,0,1,0
31493,1,0,0,0,0
31494,3,1,1,0,0
31495,3,0,0,0,1
31496,2,0,0,2,1
31497,1,1,1,0,1
31498,3,0,0,0,1
31499,1,0,1,0,0
31500,0,1,1,0,0
31501,1,0,2,1,0
31502,3,0,0,0,0
31503,2,0,0,0,0
31504,2,0,0,2,0
31505,2,0,0,1,0
31506,0,0,1,1,0
31507,2,0,0,0,0
31508,1,0,0,1,0
31509,1,0,0,0,0
31510,0,1,1,0,0
31511,3,1,1,0,0
31512,2,1,0,1,1
31513,3,0,0,0,1
31514,0,0,0,1,1
31515,2,0,1,0,0
31516,2,1,0,0,0
31517,0,1,1,1,0
31518,2,0,0,1,0
31519,3,1,0,0,0
31520,2,0,1,0,1
31521,3,0,0,0,1
31522,3,0,1,1,1
31523,0,1,0,0,0
31524,1,0,0,0,0
31525,2,0,0,0,1
31526,2,0,0,0,0
31527,2,0,0,1,0
31528,1,0,1,0,1
31529,2,0,0,0,0
31530,0,2,1,0,0
31531,1,2,0,0,0
31532,1,0,0,0,1
31533,3,0,0,0,1
31534,1,0,0,1,1
31535,3,1,0,0,0
31536,0,0,0,1,1
31537,0,1,1,0,1
31538,1,0,0,1,0
31539,2,1,1,1,0
31540,2,0,1,2,1
31541,2,0,0,0,0
31542,1,0,1,0,0
31543,1,0,1,1,1
31544,2,0,0,1,0
31545,2,0,0,0,0
31546,2,0,0,1,1
31547,3,1,1,0,1
31548,3,0,0,0,0
31549,2,0,0,0,0
31550,0,1,0,1,0
31551,3,0,1,0,0
31552,2,0,1,0,1
31553,3,0,1,1,0
31554,0,0,0,0,0
31555,3,0,1,0,0
31556,3,0,0,1,1
31557,0,0,1,0,1
31558,2,1,0,0,0
31559,1,1,0,0,0
31560,0,0,0,0,1
31561,2,0,0,0,0
31562,3,0,0,0,0
31563,0,0,0,1,1
31564,1,0,0,0,0
31565,1,0,1,1,0
31566,3,0,0,0,1
31567,3,0,0,0,1
31568,0,0,0,0,0
31569,0,1,1,0,1
31570,0,0,0,0,1
31571,3,0,1,0,1
31572,2,0,0,1,0
31573,2,1,0,0,0
31574,2,1,1,0,0
31575,2,0,0,1,0
31576,1,0,0,2,0
31577,3,1,0,0,1
31578,2,1,1,1,0
31579,1,0,1,1,0
31580,3,0,0,0,0
31581,1,0,1,0,1
31582,3,0,0,0,0
31583,1,0,1,0,0
31584,2,0,0,2,0
31585,1,1,0,2,0
31586,2,0,0,1,0
31587,3,0,1,1,0
31588,1,0,0,1,0
31589,1,0,1,1,0
31590,3,0,1,1,1
31591,2,0,0,1,1
31592,0,1,0,1,0
31593,0,2,0,0,1
31594,2,1,0,0,0
31595,1,1,1,0,1
31596,2,0,1,0,0
31597,0,1,0,0,0
31598,0,0,0,1,0
31599,3,0,0,0,0
31600,0,0,0,0,0
31601,1,0,0,0,0
31602,0,2,1,0,0
31603,2,0,1,0,0
31604,0,1,0,0,1
31605,2,0,0,0,1
31606,0,0,0,1,0
31607,3,0,0,0,0
31608,3,0,0,1,1
31609,2,0,0,0,2
31610,3,1,0,1,0
31611,3,0,1,0,1
31612,3,0,0,0,1
31613,2,0,0,0,0
31614,1,0,1,0,1
31615,0,2,1,0,0
31616,2,0,0,1,1
31617,1,0,0,1,1
31618,0,1,0,0,1
31619,0,0,0,1,0
31620,0,0,1,0,0
31621,3,0,1,0,1
31622,0,0,0,0,0
31623,1,1,2,1,0
31624,1,1,0,0,0
31625,2,0,0,0,0
31626,2,1,1,1,0
31627,3,0,0,1,0
31628,1,0,0,0,0
31629,2,0,0,1,0
31630,2,0,1,0,0
31631,3,1,0,0,0
31632,1,0,0,1,0
31633,0,0,0,1,1
31634,3,1,0,0,1
31635,1,0,0,0,0
31636,1,1,0,0,1
31637,0,0,0,0,0
31638,1,0,0,0,0
31639,0,1,0,0,1
31640,0,0,0,0,0
31641,3,0,0,0,2
31642,3,1,0,0,0
31643,3,1,0,0,2
31644,1,0,0,1,0
31645,2,0,0,1,1
31646,3,0,0,0,0
31647,3,0,0,0,1
31648,2,0,0,1,0
31649,3,0,0,0,2
31650,2,1,0,0,0
31651,2,0,1,0,1
31652,0,1,0,0,0
31653,1,0,0,0,1
31654,1,0,0,1,1
31655,2,1,0,1,0
31656,1,0,1,0,0
31657,1,0,0,0,0
31658,2,1,1,0,0
31659,0,1,0,1,0
31660,3,0,0,0,0
31661,1,0,1,1,1
31662,3,0,0,0,0
31663,2,0,1,0,1
31664,3,0,0,0,0
31665,2,0,2,0,0
31666,1,0,1,0,0
31667,2,0,0,1,0
31668,0,0,0,0,1
31669,0,0,1,0,0
31670,2,1,0,0,1
31671,1,0,1,0,0
31672,1,0,1,0,0
31673,3,0,0,1,1
31674,0,0,0,1,1
31675,2,0,0,0,1
31676,3,0,0,0,1
31677,1,0,1,1,0
31678,2,0,0,2,1
31679,0,1,1,1,0
31680,0,1,0,1,0
31681,1,0,0,0,0
31682,2,0,0,2,0
31683,1,0,1,1,1
31684,0,0,0,0,1
31685,1,0,0,1,1
31686,2,0,0,0,1
31687,2,1,0,0,1
31688,0,0,1,0,0
31689,1,0,0,0,0
31690,1,1,1,0,0
31691,1,0,0,0,1
31692,3,1,0,0,1
31693,3,0,1,0,2
31694,0,0,0,0,1
31695,3,1,0,0,0
31696,0,1,1,0,0
31697,2,0,0,0,0
31698,2,0,0,1,1
31699,3,0,1,0,0
31700,0,0,0,1,1
31701,3,0,0,0,0
31702,2,0,0,1,1
31703,1,0,0,0,0
31704,3,0,0,0,0
31705,2,1,0,0,0
31706,1,1,1,0,0
31707,1,0,0,0,0
31708,0,1,0,0,0
31709,3,0,1,0,1
31710,0,0,1,1,0
31711,0,1,1,0,1
31712,1,1,1,0,0
31713,3,1,0,0,0
31714,2,1,0,0,1
31715,1,0,0,1,1
31716,2,0,1,0,1
31717,0,2,0,1,0
31718,3,0,0,0,1
31719,1,2,0,0,1
31720,2,0,1,1,0
31721,3,1,0,0,0
31722,3,2,0,0,1
31723,0,2,0,0,0
31724,0,0,1,0,1
31725,3,0,1,0,0
31726,2,2,0,0,0
31727,2,0,0,0,0
31728,3,0,2,1,0
31729,0,1,0,0,0
31730,3,1,0,0,1
31731,3,0,0,0,0
31732,2,0,0,2,0
31733,2,0,0,1,0
31734,0,0,0,0,1
31735,2,0,0,1,0
31736,2,1,0,0,0
31737,1,0,1,0,0
31738,0,0,0,0,1
31739,2,2,1,0,0
31740,2,0,2,0,0
31741,1,0,1,1,0
31742,1,1,1,0,0
31743,0,1,0,0,0
31744,1,0,0,0,1
31745,3,1,0,0,1
31746,3,1,1,0,0
31747,3,0,0,1,0
31748,1,1,0,0,0
31749,2,0,0,0,0
31750,2,0,1,0,0
31751,2,1,0,0,0
31752,0,0,1,0,0
31753,0,0,1,0,0
31754,2,0,1,0,0
31755,1,0,1,0,0
31756,3,0,0,0,0
31757,1,0,1,0,0
31758,2,1,0,0,0
31759,3,1,2,0,0
31760,3,0,0,0,0
31761,1,1,0,2,0
31762,3,0,0,0,0
31763,3,0,0,0,0
31764,3,0,0,0,0
31765,0,1,0,1,0
31766,1,0,0,0,1
31767,2,0,1,2,0
31768,3,0,0,0,1
31769,2,0,0,0,0
31770,3,0,0,1,0
31771,1,1,1,1,0
31772,2,0,0,0,0
31773,3,0,0,0,1
31774,2,0,2,0,0
31775,2,1,0,0,0
31776,1,0,1,0,0
31777,2,0,0,2,0
31778,0,1,0,1,0
31779,3,0,0,1,1
31780,0,0,0,0,1
31781,0,0,0,2,1
31782,3,1,0,0,1
31783,0,1,0,0,0
31784,3,0,0,1,1
31785,1,0,1,0,0
31786,2,0,0,2,1
31787,3,1,0,0,1
31788,2,2,0,0,0
31789,2,0,0,0,1
31790,1,0,0,1,0
31791,1,0,1,0,0
31792,1,0,0,2,2
31793,0,1,1,1,1
31794,1,0,0,0,0
31795,0,0,0,1,0
31796,2,0,0,0,1
31797,2,0,1,2,0
31798,1,1,1,0,0
31799,2,0,1,0,1
31800,3,0,0,1,0
31801,3,0,0,0,0
31802,1,1,0,0,2
31803,1,0,0,0,0
31804,1,0,0,0,0
31805,2,0,0,0,0
31806,2,2,0,0,0
31807,2,0,0,0,0
31808,0,0,0,0,0
31809,3,0,0,0,1
31810,2,0,1,1,0
31811,1,1,0,1,1
31812,2,1,0,0,0
31813,2,1,0,1,0
31814,3,0,0,0,1
31815,0,0,1,0,0
31816,3,0,0,0,2
31817,1,1,0,1,1
31818,2,0,0,1,1
31819,2,1,0,0,0
31820,1,0,0,0,1
31821,0,0,0,0,0
31822,1,0,0,1,0
31823,1,0,1,0,1
31824,3,0,1,0,0
31825,2,1,0,0,0
31826,0,0,3,0,0
31827,3,0,0,0,0
31828,2,1,0,0,0
31829,3,0,1,0,0
31830,2,0,0,0,1
31831,0,1,1,0,0
31832,3,0,0,0,2
31833,2,1,1,1,0
31834,2,0,0,0,0
31835,0,0,1,0,0
31836,0,0,0,0,0
31837,3,1,0,0,0
31838,2,1,0,0,1
31839,1,0,0,0,0
31840,2,0,1,2,1
31841,0,1,0,0,0
31842,1,0,0,1,0
31843,1,0,0,1,0
31844,3,0,0,1,1
31845,1,0,1,1,0
31846,0,0,1,0,0
31847,2,0,0,2,0
31848,2,0,0,0,0
31849,1,0,0,0,1
31850,3,0,0,0,1
31851,3,0,0,1,0
31852,0,1,0,0,0
31853,1,0,1,0,1
31854,0,0,1,0,0
31855,1,0,0,0,0
31856,1,2,0,0,0
31857,1,0,1,1,1
31858,0,0,1,0,0
31859,0,0,0,3,0
31860,2,1,0,0,1
31861,1,0,1,0,2
31862,1,0,0,0,1
31863,1,0,0,1,0
31864,0,2,0,0,1
31865,0,0,1,0,0
31866,1,0,1,1,0
31867,3,0,0,0,0
31868,1,0,0,0,1
31869,0,0,0,2,0
31870,2,0,0,2,1
31871,3,0,1,0,1
31872,3,1,0,1,0
31873,2,0,0,0,0
31874,0,0,0,1,0
31875,0,0,0,0,1
31876,1,0,1,0,0
31877,0,0,1,0,2
31878,3,0,0,0,0
31879,0,0,1,2,0
31880,3,1,0,0,0
31881,2,0,0,0,0
31882,1,0,0,0,0
31883,1,0,0,1,0
31884,3,1,1,0,0
31885,1,1,0,0,1
31886,0,0,0,1,0
31887,3,0,1,0,0
31888,2,1,0,2,1
31889,3,1,1,1,0
31890,0,0,0,2,1
31891,3,0,1,1,0
31892,2,1,0,1,0
31893,3,0,0,0,1
31894,1,1,1,0,0
31895,1,0,0,1,0
31896,2,0,0,0,1
31897,2,0,2,0,0
31898,0,0,0,0,1
31899,1,0,0,0,0
31900,1,0,0,0,0
31901,2,0,0,0,0
31902,2,0,0,1,2
31903,3,0,0,0,0
31904,1,1,0,0,1
31905,0,1,0,0,1
31906,1,1,0,0,0
31907,2,0,0,0,0
31908,2,0,0,0,1
31909,3,2,0,0,1
31910,1,2,1,0,1
31911,1,1,0,1,0
31912,3,0,1,0,0
31913,1,0,0,0,0
31914,2,0,1,0,1
31915,3,0,0,0,1
31916,0,1,0,1,0
31917,1,0,0,1,0
31918,2,0,0,1,0
31919,1,0,1,0,0
31920,1,0,0,0,1
31921,2,0,0,3,0
31922,1,0,0,0,0
31923,2,0,0,0,1
31924,0,0,0,0,0
31925,3,1,1,0,1
31926,1,0,1,0,0
31927,0,0,0,1,1
31928,0,0,0,0,0
31929,2,1,0,2,1
31930,0,3,0,0,0
31931,0,3,0,0,0
31932,1,0,1,1,0
31933,0,1,1,0,0
31934,3,0,1,0,0
31935,2,0,1,0,0
31936,2,0,0,0,1
31937,3,0,0,0,0
31938,3,1,1,0,0
31939,2,0,0,1,2
31940,1,1,0,1,1
31941,0,1,1,0,0
31942,2,0,1,1,0
31943,0,0,0,0,1
31944,0,1,0,0,0
31945,3,0,0,0,1
31946,2,0,0,0,0
31947,0,0,0,0,0
31948,0,1,0,1,0
31949,3,0,0,0,0
31950,0,0,0,0,0
31951,2,0,2,0,0
31952,1,0,1,0,0
31953,3,1,1,1,0
31954,0,0,1,1,0
31955,2,0,0,0,0
31956,2,1,0,1,0
31957,1,0,0,1,0
31958,2,0,0,1,0
31959,2,1,1,1,0
31960,0,1,0,1,0
31961,2,1,0,0,0
31962,0,0,0,0,0
31963,3,0,0,0,1
31964,2,1,0,0,0
31965,2,0,0,0,0
31966,3,0,0,0,0
31967,2,0,0,2,0
31968,3,0,1,1,0
31969,0,0,0,0,0
31970,3,0,0,0,1
31971,0,1,0,1,0
31972,3,3,0,0,0
31973,0,1,0,1,0
31974,2,0,0,0,0
31975,3,0,0,0,1
31976,0,0,0,0,0
31977,1,1,1,0,0
31978,1,0,0,0,1
31979,1,1,0,1,0
31980,0,0,1,0,0
31981,3,1,0,0,0
31982,3,0,0,0,0
31983,1,0,1,1,0
31984,0,1,0,0,0
31985,3,1,0,0,0
31986,3,0,0,0,1
31987,0,0,1,0,0
31988,1,1,0,0,0
31989,0,1,1,0,0
31990,3,1,0,0,1
31991,0,0,0,0,0
31992,0,0,0,1,0
31993,0,1,0,0,0
31994,3,0,1,1,0
31995,3,2,0,1,0
31996,1,0,0,0,0
31997,3,0,1,0,0
31998,3,0,0,0,1
31999,3,1,0,0,1
32000,2,0,0,2,0
32001,3,0,0,0,1
32002,0,2,1,0,0
32003,1,0,1,0,0
32004,1,0,1,0,0
32005,1,0,1,0,0
32006,0,1,0,0,0
32007,0,0,0,0,0
32008,0,0,0,1,0
32009,1,0,0,0,1
32010,2,1,0,0,2
32011,2,0,0,0,1
32012,0,0,0,1,1
32013,2,0,0,1,0
32014,1,0,0,0,0
32015,1,1,0,0,0
32016,3,0,0,0,0
32017,3,2,0,0,0
32018,0,0,0,0,0
32019,3,1,0,0,0
32020,2,1,0,3,0
32021,1,0,1,0,0
32022,0,0,1,1,0
32023,1,0,0,0,1
32024,3,0,0,0,1
32025,0,0,1,1,0
32026,1,1,1,0,0
32027,0,1,0,0,0
32028,2,0,0,1,0
32029,3,0,1,0,0
32030,2,0,0,2,1
32031,2,0,0,1,1
32032,2,1,0,0,1
32033,2,1,0,0,1
32034,3,1,0,1,1
32035,3,0,0,0,0
32036,0,1,0,0,0
32037,3,1,1,1,0
32038,3,0,0,0,2
32039,0,0,0,0,0
32040,1,0,0,0,1
32041,1,1,0,0,0
32042,0,0,0,0,0
32043,3,0,0,0,0
32044,3,0,0,0,1
32045,2,0,0,0,0
32046,1,0,0,1,1
32047,1,0,0,2,0
32048,3,0,0,0,0
32049,0,0,0,0,0
32050,0,0,0,1,1
32051,3,0,1,1,0
32052,2,0,0,0,0
32053,3,1,1,1,1
32054,2,0,0,0,1
32055,3,0,0,0,1
32056,0,0,0,1,1
32057,3,1,0,0,1
32058,3,0,1,1,1
32059,1,0,1,0,0
32060,3,0,0,1,0
32061,0,1,0,0,0
32062,0,2,1,0,0
32063,0,1,0,0,0
32064,2,1,0,1,0
32065,2,0,0,0,1
32066,1,0,0,0,0
32067,3,0,0,1,1
32068,3,0,0,1,0
32069,2,2,0,1,0
32070,3,0,0,0,0
32071,0,0,0,0,0
32072,2,1,0,0,1
32073,3,0,1,0,2
32074,3,0,0,0,1
32075,1,0,0,1,1
32076,0,1,0,0,0
32077,0,1,1,0,0
32078,0,1,0,0,1
32079,3,0,2,0,0
32080,1,0,1,1,0
32081,1,0,0,0,1
32082,3,0,0,0,1
32083,2,1,1,1,0
32084,1,0,0,0,0
32085,1,0,1,1,0
32086,3,0,1,0,1
32087,3,0,0,0,0
32088,2,1,0,0,1
32089,3,0,0,0,0
32090,2,0,1,0,0
32091,0,0,1,0,0
32092,1,0,0,0,0
32093,2,0,1,0,0
32094,3,0,0,0,0
32095,3,0,0,1,0
32096,2,0,0,1,0
32097,2,0,1,1,1
32098,2,0,0,1,1
32099,3,0,0,0,0
32100,0,1,0,0,0
32101,1,1,0,0,0
32102,3,0,0,1,0
32103,3,0,0,0,2
32104,0,0,0,1,0
32105,0,0,0,0,0
32106,2,0,0,1,1
32107,0,0,0,1,1
32108,1,1,0,1,0
32109,3,0,2,0,0
32110,0,0,0,0,0
32111,0,0,0,0,0
32112,3,0,0,0,1
32113,3,0,0,1,1
32114,2,0,1,0,0
32115,2,0,0,1,0
32116,1,0,0,0,0
32117,0,0,0,0,0
32118,2,0,0,0,0
32119,3,0,0,1,0
32120,1,0,1,0,0
32121,2,1,1,1,0
32122,2,1,1,0,0
32123,3,0,1,0,0
32124,3,0,0,0,0
32125,0,1,0,0,0
32126,2,1,0,0,0
32127,2,2,1,0,0
32128,2,1,0,1,0
32129,1,0,1,0,1
32130,0,0,0,1,0
32131,1,0,0,0,0
32132,3,0,0,1,1
32133,1,0,0,1,0
32134,2,0,0,1,0
32135,1,0,0,1,1
32136,0,0,0,0,1
32137,3,0,0,0,0
32138,0,2,0,1,0
32139,2,0,1,1,0
32140,3,0,0,0,0
32141,1,0,0,0,0
32142,0,1,0,0,0
32143,0,0,0,0,0
32144,1,1,0,0,1
32145,1,0,1,0,0
32146,3,1,0,1,0
32147,0,1,0,0,0
32148,2,0,0,0,1
32149,2,0,0,0,0
32150,1,0,0,0,0
32151,2,0,1,0,0
32152,3,1,1,0,0
32153,2,0,0,1,0
32154,0,1,0,1,1
32155,2,2,0,0,0
32156,3,0,0,0,2
32157,1,0,0,0,1
32158,3,0,0,2,1
32159,2,2,0,0,0
32160,1,0,1,0,0
32161,2,0,0,4,0
32162,1,0,1,0,0
32163,0,1,1,0,0
32164,2,0,0,0,2
32165,0,0,0,1,0
32166,0,0,0,0,0
32167,1,0,0,0,2
32168,3,0,0,1,1
32169,1,0,0,0,0
32170,1,0,0,0,0
32171,2,0,2,1,0
32172,2,0,0,1,2
32173,0,1,0,1,0
32174,3,0,0,1,0
32175,1,0,1,1,0
32176,0,1,1,1,0
32177,3,0,1,0,0
32178,0,1,0,0,0
32179,0,0,0,0,0
32180,1,0,1,0,0
32181,1,0,1,0,0
32182,2,0,0,1,1
32183,1,0,0,1,0
32184,1,1,0,0,1
32185,0,0,0,0,0
32186,3,0,0,0,1
32187,1,0,0,0,0
32188,1,0,0,1,0
32189,0,1,0,1,1
32190,1,0,0,1,0
32191,2,0,0,0,0
32192,2,0,0,0,0
32193,2,0,1,1,0
32194,0,1,2,0,0
32195,0,1,1,1,0
32196,1,0,0,0,1
32197,3,0,1,0,0
32198,3,0,0,0,0
32199,2,0,0,0,0
32200,1,1,1,0,0
32201,2,1,1,0,0
32202,0,0,0,1,0
32203,1,0,2,0,0
32204,2,0,0,0,2
32205,0,0,1,1,0
32206,2,0,1,0,1
32207,1,0,0,3,0
32208,2,0,0,0,0
32209,2,0,0,0,0
32210,0,0,0,0,0
32211,3,0,0,1,0
32212,0,0,1,0,0
32213,2,0,1,0,1
32214,1,0,1,1,0
32215,0,1,2,0,0
32216,3,1,0,1,0
32217,0,0,0,1,0
32218,0,0,0,0,0
32219,1,0,2,0,0
32220,1,0,0,0,0
32221,0,1,0,0,0
32222,1,1,0,0,0
32223,2,1,0,0,2
32224,2,0,0,1,0
32225,0,0,0,0,0
32226,2,0,1,0,0
32227,1,0,1,0,1
32228,0,0,1,0,0
32229,2,0,1,1,0
32230,0,1,0,0,0
32231,1,1,0,0,1
32232,0,1,0,0,0
32233,1,0,0,0,1
32234,3,0,0,0,0
32235,3,1,0,1,0
32236,2,0,1,0,0
32237,3,1,0,0,0
32238,0,0,0,0,0
32239,1,0,0,0,0
32240,0,0,1,0,0
32241,0,0,0,0,0
32242,1,0,2,1,0
32243,2,1,1,0,0
32244,3,0,0,0,0
32245,1,0,1,0,1
32246,3,0,0,3,1
32247,2,0,1,2,1
32248,0,0,0,1,0
32249,1,0,1,1,0
32250,3,0,1,0,0
32251,2,0,1,0,0
32252,0,1,0,0,0
32253,2,0,1,1,0
32254,0,0,1,0,0
32255,3,0,0,0,1
32256,0,0,0,0,0
32257,1,0,1,0,0
32258,2,0,0,0,0
32259,1,1,0,0,0
32260,0,1,0,0,0
32261,1,0,0,0,0
32262,2,1,0,0,0
32263,0,1,0,0,0
32264,3,1,0,0,0
32265,0,0,1,1,0
32266,0,1,1,0,0
32267,3,0,0,0,1
32268,2,0,2,0,1
32269,0,1,0,0,1
32270,0,1,2,1,0
32271,2,0,0,0,0
32272,0,1,0,0,0
32273,0,0,1,1,0
32274,1,0,1,0,0
32275,3,0,1,1,0
32276,3,0,1,1,0
32277,2,0,2,1,0
32278,2,0,0,0,0
32279,0,1,1,0,0
32280,2,1,0,0,0
32281,3,0,0,1,1
32282,3,0,0,0,0
32283,2,1,0,0,0
32284,0,1,0,0,0
32285,1,0,2,0,0
32286,1,1,0,0,1
32287,3,0,0,0,0
32288,1,0,0,1,1
32289,0,1,1,1,0
32290,1,0,0,0,1
32291,0,1,0,0,0
32292,2,0,1,0,0
32293,3,1,0,0,1
32294,1,1,0,1,0
32295,1,1,0,0,0
32296,2,0,0,0,1
32297,0,0,0,1,1
32298,1,1,0,0,0
32299,3,2,0,1,1
32300,3,0,0,0,1
32301,2,0,0,0,1
32302,1,1,2,0,0
32303,1,0,0,1,0
32304,2,0,1,0,0
32305,3,1,0,0,1
32306,1,0,1,1,0
32307,3,0,0,0,1
32308,3,1,0,0,0
32309,3,0,1,0,1
32310,1,1,0,1,0
32311,3,0,0,1,0
32312,1,1,0,0,0
32313,0,0,0,1,0
32314,2,0,0,0,0
32315,3,0,1,0,1
32316,1,0,1,0,1
32317,2,0,1,2,0
32318,1,0,0,0,2
32319,1,1,0,0,1
32320,1,0,0,0,0
32321,3,2,0,0,1
32322,1,0,0,0,0
32323,2,0,0,1,0
32324,1,1,1,1,0
32325,1,1,0,0,0
32326,3,1,0,0,0
32327,0,0,0,0,1
32328,0,0,0,1,2
32329,0,0,0,0,0
32330,1,0,0,2,0
32331,3,1,0,1,0
32332,2,0,0,1,0
32333,3,0,1,0,0
32334,0,0,0,1,0
32335,3,0,1,1,1
32336,0,1,1,0,0
32337,3,0,1,0,0
32338,3,0,1,0,0
32339,1,0,0,0,0
32340,3,0,1,1,0
32341,0,0,1,0,1
32342,3,0,0,0,0
32343,1,1,1,0,1
32344,1,0,1,1,1
32345,0,1,0,0,0
32346,1,0,0,0,0
32347,1,0,1,0,0
32348,0,0,0,1,0
32349,3,1,0,0,0
32350,2,1,0,0,2
32351,1,0,1,0,0
32352,0,1,2,0,0
32353,1,0,0,2,0
32354,0,2,0,0,0
32355,3,0,0,0,0
32356,3,1,0,0,1
32357,3,0,1,0,1
32358,3,0,2,1,0
32359,1,0,0,1,0
32360,1,0,0,0,1
32361,1,0,1,2,0
32362,3,0,0,0,0
32363,1,0,1,0,0
32364,3,0,0,0,0
32365,0,1,1,0,0
32366,1,1,0,0,0
32367,2,0,0,0,0
32368,3,0,0,1,1
32369,0,0,0,0,1
32370,2,0,0,1,0
32371,0,0,0,0,0
32372,2,0,0,1,0
32373,0,0,1,2,0
32374,2,1,0,0,0
32375,1,0,0,0,0
32376,3,2,1,0,0
32377,3,0,1,1,1
32378,1,1,1,0,0
32379,3,0,0,0,0
32380,2,0,1,3,0
32381,2,0,0,1,1
32382,1,0,0,0,0
32383,1,0,0,0,0
32384,2,0,0,1,1
32385,3,1,0,0,1
32386,1,1,0,0,1
32387,0,0,0,0,0
32388,0,0,0,0,0
32389,3,0,0,1,2
32390,1,0,0,1,1
32391,3,1,1,0,0
32392,0,0,0,0,0
32393,2,1,1,0,1
32394,3,1,0,0,1
32395,0,0,1,0,0
32396,3,0,0,0,0
32397,0,0,1,0,0
32398,3,0,0,1,0
32399,1,0,0,1,0
32400,0,1,0,1,1
32401,2,1,0,0,0
32402,2,0,0,0,0
32403,0,0,1,0,0
32404,2,1,1,0,0
32405,2,0,1,0,0
32406,3,0,0,0,1
32407,3,1,0,0,0
32408,0,0,1,1,0
32409,0,1,0,1,1
32410,1,0,0,0,0
32411,0,0,0,0,0
32412,0,0,0,0,0
32413,3,0,1,0,0
32414,0,0,0,0,0
32415,1,1,0,0,1
32416,3,0,1,0,0
32417,2,1,0,0,1
32418,3,1,2,0,0
32419,1,0,0,1,0
